flight_id,date,terminal,aircraft_type,arrival_time,departure_time,turnaround_time_min,delay_minutes,total_workload_minutes,risk_flag
FL006537,01/01/2024,T2,Wide Body,7:33:00 PM,8:09:00 PM,36,20,517,High Risk
FL006538,01/01/2024,T1,Wide Body,3:42:00 AM,5:26:00 AM,104,20,912,High Risk
FL006539,01/01/2024,T3,Wide Body,4:55:00 AM,7:04:00 AM,129,0,324,Normal
FL006540,01/01/2024,T3,Wide Body,4:29:00 PM,5:57:00 PM,88,0,698,Normal
FL006541,01/01/2024,T1,Narrow Body,9:43:00 PM,11:11:00 PM,88,30,405,High Risk
FL006542,01/01/2024,T2,Wide Body,5:01:00 AM,5:41:00 AM,40,0,566,Normal
FL006543,01/01/2024,T1,Wide Body,10:25:00 PM,11:38:00 PM,73,5,407,Normal
FL006544,01/01/2024,T3,Narrow Body,1:31:00 AM,2:34:00 AM,63,20,441,High Risk
FL006545,01/01/2024,T2,Wide Body,10:09:00 AM,12:07:00 PM,118,10,610,Normal
FL006546,01/01/2024,T2,Wide Body,8:59:00 PM,10:28:00 PM,89,0,433,Normal
FL006547,01/01/2024,T1,Wide Body,8:05:00 PM,9:58:00 PM,113,0,303,Normal
FL006548,01/01/2024,T3,Narrow Body,11:01:00 AM,1:07:00 PM,126,0,603,Normal
FL006549,01/01/2024,T2,Narrow Body,1:12:00 PM,3:27:00 PM,135,30,602,High Risk
FL006550,01/01/2024,T1,Wide Body,10:01:00 PM,10:37:00 PM,36,0,580,Normal
FL006551,01/01/2024,T3,Narrow Body,11:28:00 AM,1:47:00 PM,139,30,514,High Risk
FL006552,01/01/2024,T1,Narrow Body,11:18:00 PM,11:59:00 PM,41,15,471,Normal
FL006553,01/01/2024,T1,Narrow Body,7:04:00 PM,8:52:00 PM,108,20,520,High Risk
FL006554,01/01/2024,T3,Wide Body,6:35:00 PM,7:28:00 PM,53,30,487,High Risk
FL006555,01/01/2024,T2,Narrow Body,12:22:00 AM,1:56:00 AM,94,0,581,Normal
FL006556,01/01/2024,T1,Narrow Body,11:20:00 AM,12:26:00 PM,66,20,476,High Risk
FL006557,01/01/2024,T2,Narrow Body,4:43:00 AM,6:57:00 AM,134,20,684,High Risk
FL006558,01/01/2024,T1,Narrow Body,12:07:00 AM,12:59:00 AM,52,20,582,High Risk
FL006559,01/01/2024,T1,Wide Body,7:30:00 PM,9:39:00 PM,129,15,492,Normal
FL006560,01/01/2024,T1,Narrow Body,9:25:00 AM,11:05:00 AM,100,5,492,Normal
FL006561,01/01/2024,T2,Narrow Body,6:47:00 AM,9:00:00 AM,133,10,551,Normal
FL006562,01/01/2024,T3,Narrow Body,6:33:00 AM,8:35:00 AM,122,0,579,Normal
FL006563,01/01/2024,T2,Narrow Body,1:56:00 PM,3:17:00 PM,81,15,434,Normal
FL006564,01/01/2024,T2,Wide Body,2:52:00 AM,4:28:00 AM,96,10,563,Normal
FL006565,01/01/2024,T1,Wide Body,12:52:00 PM,2:40:00 PM,108,0,405,Normal
FL006566,01/01/2024,T3,Narrow Body,12:53:00 AM,1:48:00 AM,55,10,638,Normal
FL006567,01/01/2024,T1,Narrow Body,1:36:00 AM,3:54:00 AM,138,5,673,Normal
FL006568,01/01/2024,T3,Wide Body,6:27:00 AM,7:13:00 AM,46,15,329,Normal
FL006569,01/01/2024,T3,Wide Body,5:31:00 PM,7:27:00 PM,116,0,756,Normal
FL006570,01/01/2024,T3,Wide Body,7:31:00 AM,8:49:00 AM,78,0,735,Normal
FL006571,01/01/2024,T1,Wide Body,4:49:00 PM,6:27:00 PM,98,0,304,Normal
FL006572,01/01/2024,T2,Wide Body,6:33:00 AM,7:12:00 AM,39,30,276,High Risk
FL006573,01/01/2024,T2,Narrow Body,1:56:00 AM,3:44:00 AM,108,0,449,Normal
FL006574,01/01/2024,T2,Narrow Body,8:39:00 AM,10:43:00 AM,124,15,508,Normal
FL006575,01/01/2024,T2,Narrow Body,3:10:00 AM,4:35:00 AM,85,15,549,Normal
FL006576,01/01/2024,T2,Wide Body,7:07:00 AM,8:12:00 AM,65,10,529,Normal
FL006577,01/01/2024,T3,Wide Body,3:56:00 AM,6:07:00 AM,131,20,377,High Risk
FL006578,01/01/2024,T3,Wide Body,3:36:00 PM,5:10:00 PM,94,0,497,Normal
FL006579,01/01/2024,T2,Narrow Body,12:19:00 AM,1:43:00 AM,84,10,446,Normal
FL006580,01/01/2024,T3,Wide Body,11:04:00 AM,1:02:00 PM,118,5,478,Normal
FL006581,01/01/2024,T2,Narrow Body,2:43:00 AM,4:39:00 AM,116,0,487,Normal
FL006582,01/01/2024,T1,Wide Body,7:46:00 AM,8:49:00 AM,63,20,450,High Risk
FL006583,01/01/2024,T2,Wide Body,3:24:00 PM,4:41:00 PM,77,15,348,Normal
FL006584,01/01/2024,T1,Wide Body,3:58:00 AM,6:12:00 AM,134,10,624,Normal
FL006585,01/01/2024,T3,Wide Body,6:12:00 PM,6:52:00 PM,40,30,739,High Risk
FL006586,01/01/2024,T3,Narrow Body,7:24:00 AM,8:13:00 AM,49,15,821,Normal
FL006587,01/01/2024,T2,Wide Body,1:12:00 PM,1:49:00 PM,37,0,282,Normal
FL006588,01/01/2024,T2,Wide Body,4:30:00 PM,5:11:00 PM,41,10,443,Normal
FL006589,01/01/2024,T1,Narrow Body,4:17:00 PM,5:44:00 PM,87,0,545,Normal
FL006590,01/01/2024,T3,Wide Body,1:44:00 AM,3:20:00 AM,96,20,669,High Risk
FL006591,01/01/2024,T2,Wide Body,10:28:00 AM,12:00:00 PM,92,15,733,Normal
FL006592,01/01/2024,T2,Narrow Body,2:16:00 PM,3:34:00 PM,78,30,531,High Risk
FL006593,01/01/2024,T2,Narrow Body,5:10:00 AM,6:06:00 AM,56,10,662,Normal
FL006594,01/01/2024,T2,Narrow Body,5:18:00 PM,6:36:00 PM,78,5,600,Normal
FL006595,01/01/2024,T3,Wide Body,7:47:00 PM,8:23:00 PM,36,20,655,High Risk
FL006596,01/01/2024,T3,Wide Body,6:02:00 PM,7:21:00 PM,79,0,446,Normal
FL006597,01/01/2024,T3,Narrow Body,2:48:00 PM,4:11:00 PM,83,20,385,High Risk
FL006598,01/01/2024,T3,Narrow Body,2:18:00 AM,3:20:00 AM,62,20,666,High Risk
FL006599,01/01/2024,T1,Wide Body,6:42:00 PM,8:17:00 PM,95,30,830,High Risk
FL006600,01/01/2024,T3,Wide Body,3:34:00 PM,5:05:00 PM,91,30,737,High Risk
FL006601,01/01/2024,T3,Narrow Body,1:23:00 AM,3:34:00 AM,131,20,494,High Risk
FL006602,01/01/2024,T1,Wide Body,4:55:00 AM,6:18:00 AM,83,30,637,High Risk
FL006603,01/01/2024,T3,Wide Body,8:06:00 PM,9:04:00 PM,58,0,366,Normal
FL006604,01/01/2024,T1,Narrow Body,10:52:00 PM,1:07:00 AM,135,30,564,High Risk
FL006605,01/01/2024,T1,Narrow Body,8:08:00 AM,9:28:00 AM,80,20,442,High Risk
FL006606,01/01/2024,T3,Narrow Body,5:53:00 AM,6:51:00 AM,58,20,332,High Risk
FL006607,01/01/2024,T1,Wide Body,6:25:00 PM,8:23:00 PM,118,5,167,Normal
FL006608,01/01/2024,T1,Narrow Body,5:35:00 AM,6:39:00 AM,64,0,557,Normal
FL006609,01/01/2024,T3,Narrow Body,4:53:00 AM,5:55:00 AM,62,10,757,Normal
FL006610,01/01/2024,T1,Wide Body,9:33:00 AM,10:56:00 AM,83,0,294,Normal
FL006611,01/01/2024,T2,Narrow Body,12:53:00 PM,2:40:00 PM,107,0,358,Normal
FL006612,01/01/2024,T2,Narrow Body,1:36:00 PM,3:29:00 PM,113,5,755,Normal
FL006613,01/01/2024,T3,Wide Body,11:38:00 AM,1:09:00 PM,91,15,454,Normal
FL006614,01/01/2024,T2,Narrow Body,4:47:00 AM,6:38:00 AM,111,0,276,Normal
FL006615,01/01/2024,T1,Wide Body,5:15:00 PM,6:33:00 PM,78,0,595,Normal
FL006616,01/01/2024,T2,Wide Body,1:07:00 AM,3:22:00 AM,135,10,346,Normal
FL006617,01/01/2024,T3,Wide Body,6:07:00 PM,8:27:00 PM,140,10,685,Normal
FL006618,01/01/2024,T2,Narrow Body,6:08:00 PM,7:44:00 PM,96,0,716,Normal
FL006619,01/01/2024,T3,Narrow Body,3:58:00 AM,5:47:00 AM,109,10,480,Normal
FL006620,01/01/2024,T2,Wide Body,5:41:00 AM,7:02:00 AM,81,0,212,Normal
FL006621,01/01/2024,T1,Wide Body,6:04:00 PM,8:21:00 PM,137,5,372,Normal
FL006622,01/01/2024,T2,Narrow Body,3:09:00 PM,4:36:00 PM,87,15,426,Normal
FL006623,01/01/2024,T1,Wide Body,11:22:00 AM,1:39:00 PM,137,20,497,High Risk
FL006624,01/01/2024,T3,Wide Body,6:47:00 PM,8:29:00 PM,102,20,790,High Risk
FL006625,01/01/2024,T1,Narrow Body,12:56:00 AM,2:57:00 AM,121,5,699,Normal
FL006626,01/01/2024,T1,Narrow Body,8:08:00 PM,8:59:00 PM,51,5,524,Normal
FL006627,01/01/2024,T1,Narrow Body,2:33:00 AM,4:09:00 AM,96,15,291,Normal
FL006628,01/01/2024,T2,Narrow Body,7:07:00 PM,8:33:00 PM,86,0,670,Normal
FL006629,01/01/2024,T2,Wide Body,6:25:00 PM,8:43:00 PM,138,0,656,Normal
FL006630,01/01/2024,T1,Narrow Body,5:43:00 PM,7:21:00 PM,98,10,500,Normal
FL006631,01/01/2024,T2,Wide Body,5:22:00 AM,7:40:00 AM,138,20,744,High Risk
FL006632,01/01/2024,T1,Wide Body,5:55:00 AM,7:43:00 AM,108,20,296,High Risk
FL006633,01/01/2024,T1,Wide Body,10:34:00 AM,11:47:00 AM,73,0,486,Normal
FL006634,01/01/2024,T1,Narrow Body,8:00:00 AM,8:59:00 AM,59,30,475,High Risk
FL006635,01/01/2024,T2,Narrow Body,12:09:00 AM,12:46:00 AM,37,0,349,Normal
FL006636,01/01/2024,T2,Wide Body,6:06:00 AM,7:48:00 AM,102,15,744,Normal
FL006637,01/01/2024,T1,Narrow Body,11:22:00 PM,12:07:00 AM,45,0,688,Normal
FL006638,01/01/2024,T3,Narrow Body,11:14:00 PM,12:09:00 AM,55,0,484,Normal
FL006639,01/01/2024,T2,Wide Body,4:41:00 PM,6:02:00 PM,81,10,536,Normal
FL006640,01/01/2024,T2,Wide Body,2:16:00 AM,3:41:00 AM,85,0,230,Normal
FL006641,01/01/2024,T1,Narrow Body,10:28:00 PM,12:32:00 AM,124,10,549,Normal
FL006642,01/01/2024,T1,Wide Body,1:51:00 PM,3:19:00 PM,88,15,590,Normal
FL006643,01/01/2024,T1,Narrow Body,10:11:00 PM,12:20:00 AM,129,15,529,Normal
FL006644,01/01/2024,T3,Wide Body,5:50:00 AM,7:16:00 AM,86,10,920,Normal
FL006645,01/01/2024,T1,Narrow Body,9:24:00 AM,10:20:00 AM,56,20,470,High Risk
FL006646,01/01/2024,T3,Wide Body,1:53:00 AM,3:29:00 AM,96,10,412,Normal
FL006647,01/01/2024,T1,Narrow Body,6:31:00 PM,8:49:00 PM,138,0,475,Normal
FL006648,01/01/2024,T3,Wide Body,7:33:00 PM,8:55:00 PM,82,0,669,Normal
FL006649,01/01/2024,T3,Narrow Body,8:07:00 AM,10:10:00 AM,123,20,345,High Risk
FL006650,01/01/2024,T3,Narrow Body,6:15:00 PM,8:20:00 PM,125,20,522,High Risk
FL006651,01/01/2024,T1,Wide Body,1:40:00 AM,3:56:00 AM,136,15,939,Normal
FL006652,01/01/2024,T1,Narrow Body,3:12:00 PM,5:03:00 PM,111,0,998,Normal
FL006653,01/01/2024,T1,Wide Body,1:41:00 PM,3:18:00 PM,97,15,462,Normal
FL006654,01/01/2024,T1,Wide Body,5:04:00 PM,7:09:00 PM,125,0,525,Normal
FL006655,01/01/2024,T1,Narrow Body,3:15:00 AM,4:36:00 AM,81,20,656,High Risk
FL006656,01/01/2024,T2,Narrow Body,4:56:00 PM,6:48:00 PM,112,0,305,Normal
FL006657,01/01/2024,T2,Narrow Body,9:04:00 PM,9:55:00 PM,51,0,453,Normal
FL006658,01/01/2024,T3,Narrow Body,1:34:00 AM,2:24:00 AM,50,15,480,Normal
FL006659,01/01/2024,T1,Narrow Body,4:18:00 AM,5:23:00 AM,65,30,498,High Risk
FL006660,01/01/2024,T3,Narrow Body,12:07:00 AM,1:16:00 AM,69,30,351,High Risk
FL006661,01/01/2024,T3,Narrow Body,7:59:00 PM,9:17:00 PM,78,0,470,Normal
FL006662,01/01/2024,T3,Wide Body,11:43:00 AM,1:26:00 PM,103,15,425,Normal
FL006663,01/01/2024,T2,Narrow Body,4:15:00 AM,4:59:00 AM,44,30,643,High Risk
FL006664,01/01/2024,T3,Narrow Body,2:50:00 AM,4:01:00 AM,71,0,254,Normal
FL006665,01/01/2024,T2,Wide Body,3:55:00 PM,5:12:00 PM,77,0,773,Normal
FL006666,01/01/2024,T2,Wide Body,10:34:00 AM,11:32:00 AM,58,5,628,Normal
FL006667,01/01/2024,T1,Wide Body,7:53:00 PM,9:20:00 PM,87,0,865,Normal
FL006668,01/01/2024,T1,Narrow Body,11:48:00 AM,1:39:00 PM,111,0,292,Normal
FL006669,01/01/2024,T3,Wide Body,6:04:00 AM,7:17:00 AM,73,30,661,High Risk
FL006670,01/01/2024,T3,Wide Body,8:02:00 AM,10:14:00 AM,132,30,250,High Risk
FL006671,01/01/2024,T2,Wide Body,4:23:00 PM,5:19:00 PM,56,5,730,Normal
FL006672,01/01/2024,T1,Wide Body,9:41:00 PM,10:55:00 PM,74,10,571,Normal
FL006673,01/01/2024,T3,Wide Body,9:15:00 PM,10:49:00 PM,94,0,440,Normal
FL006674,01/01/2024,T2,Wide Body,8:36:00 PM,9:59:00 PM,83,0,404,Normal
FL006675,01/01/2024,T3,Wide Body,11:31:00 AM,12:57:00 PM,86,5,612,Normal
FL006676,01/01/2024,T3,Narrow Body,5:41:00 PM,7:42:00 PM,121,0,609,Normal
FL006677,01/01/2024,T1,Narrow Body,8:56:00 PM,10:44:00 PM,108,10,490,Normal
FL006678,01/01/2024,T1,Wide Body,6:13:00 PM,8:10:00 PM,117,0,658,Normal
FL006679,01/01/2024,T3,Wide Body,10:00:00 AM,11:35:00 AM,95,0,520,Normal
FL006680,01/01/2024,T3,Narrow Body,9:23:00 PM,10:01:00 PM,38,10,372,Normal
FL006681,01/01/2024,T1,Wide Body,12:19:00 AM,2:10:00 AM,111,15,488,Normal
FL006682,01/01/2024,T2,Wide Body,4:29:00 PM,5:33:00 PM,64,0,535,Normal
FL006683,01/01/2024,T2,Wide Body,9:49:00 AM,10:45:00 AM,56,0,520,Normal
FL006684,01/01/2024,T2,Narrow Body,4:17:00 AM,5:38:00 AM,81,0,590,Normal
FL006685,01/01/2024,T3,Narrow Body,7:32:00 AM,8:59:00 AM,87,0,464,Normal
FL006686,01/01/2024,T1,Wide Body,8:19:00 PM,10:31:00 PM,132,0,307,Normal
FL006687,01/01/2024,T2,Narrow Body,3:25:00 AM,5:26:00 AM,121,30,412,High Risk
FL006688,01/01/2024,T3,Narrow Body,8:15:00 AM,9:03:00 AM,48,30,787,High Risk
FL006689,01/01/2024,T1,Wide Body,6:17:00 AM,8:36:00 AM,139,10,358,Normal
FL006690,01/01/2024,T2,Wide Body,2:14:00 AM,3:22:00 AM,68,20,666,High Risk
FL006691,01/01/2024,T1,Narrow Body,7:30:00 PM,9:45:00 PM,135,0,610,Normal
FL006692,01/01/2024,T1,Narrow Body,5:48:00 PM,6:57:00 PM,69,5,420,Normal
FL006693,01/01/2024,T3,Wide Body,11:15:00 AM,1:08:00 PM,113,30,874,High Risk
FL006694,01/01/2024,T1,Narrow Body,10:27:00 AM,11:22:00 AM,55,15,828,Normal
FL006695,01/01/2024,T3,Wide Body,9:02:00 PM,10:30:00 PM,88,30,318,High Risk
FL006696,01/01/2024,T1,Wide Body,4:16:00 PM,6:33:00 PM,137,5,387,Normal
FL006697,01/01/2024,T1,Narrow Body,8:18:00 PM,8:55:00 PM,37,20,366,High Risk
FL006698,01/01/2024,T2,Wide Body,5:34:00 AM,7:43:00 AM,129,5,364,Normal
FL006699,01/01/2024,T1,Narrow Body,1:44:00 PM,3:00:00 PM,76,5,591,Normal
FL006700,01/01/2024,T3,Narrow Body,4:53:00 AM,6:45:00 AM,112,0,630,Normal
FL006701,02/01/2024,T1,Wide Body,12:00:00 AM,1:56:00 AM,116,10,610,Normal
FL006702,01/01/2024,T1,Wide Body,3:28:00 PM,4:55:00 PM,87,10,675,Normal
FL006703,01/01/2024,T3,Wide Body,4:58:00 AM,6:30:00 AM,92,5,654,Normal
FL006704,01/01/2024,T2,Narrow Body,11:05:00 AM,12:20:00 PM,75,10,452,Normal
FL006705,01/01/2024,T1,Narrow Body,6:00:00 AM,7:57:00 AM,117,20,698,High Risk
FL006706,01/01/2024,T3,Narrow Body,9:08:00 PM,10:46:00 PM,98,0,577,Normal
FL006707,01/01/2024,T2,Wide Body,2:46:00 PM,4:17:00 PM,91,5,562,Normal
FL006708,01/01/2024,T2,Narrow Body,9:13:00 PM,10:13:00 PM,60,20,637,High Risk
FL006709,01/01/2024,T2,Wide Body,8:03:00 PM,8:40:00 PM,37,5,673,Normal
FL006710,01/01/2024,T1,Wide Body,10:55:00 PM,12:45:00 AM,110,0,514,Normal
FL006711,01/01/2024,T3,Narrow Body,5:31:00 PM,7:06:00 PM,95,15,720,Normal
FL006712,01/01/2024,T1,Narrow Body,3:35:00 PM,4:35:00 PM,60,5,497,Normal
FL006713,01/01/2024,T2,Narrow Body,8:24:00 AM,9:01:00 AM,37,10,668,Normal
FL006714,01/01/2024,T3,Narrow Body,11:37:00 AM,12:43:00 PM,66,0,364,Normal
FL006715,01/01/2024,T2,Wide Body,6:10:00 AM,7:14:00 AM,64,0,305,Normal
FL006716,01/01/2024,T2,Wide Body,6:06:00 AM,7:00:00 AM,54,10,245,Normal
FL006717,01/01/2024,T3,Wide Body,12:44:00 AM,2:40:00 AM,116,5,286,Normal
FL006718,01/01/2024,T1,Narrow Body,3:39:00 PM,4:34:00 PM,55,5,584,Normal
FL006719,01/01/2024,T2,Narrow Body,11:50:00 AM,12:30:00 PM,40,20,140,High Risk
FL006720,01/01/2024,T1,Narrow Body,1:38:00 AM,2:29:00 AM,51,15,471,Normal
FL006721,01/01/2024,T1,Wide Body,3:16:00 AM,5:35:00 AM,139,0,404,Normal
FL006722,01/01/2024,T2,Wide Body,12:28:00 PM,1:48:00 PM,80,0,460,Normal
FL006723,01/01/2024,T3,Narrow Body,8:03:00 PM,9:12:00 PM,69,10,408,Normal
FL006724,01/01/2024,T3,Wide Body,5:11:00 AM,6:05:00 AM,54,15,755,Normal
FL006725,01/01/2024,T1,Narrow Body,1:25:00 PM,2:39:00 PM,74,0,646,Normal
FL006726,01/01/2024,T2,Narrow Body,12:40:00 PM,2:59:00 PM,139,0,525,Normal
FL006727,01/01/2024,T3,Narrow Body,10:56:00 AM,12:00:00 PM,64,30,529,High Risk
FL006728,01/01/2024,T3,Narrow Body,5:38:00 PM,6:22:00 PM,44,5,930,Normal
FL006729,01/01/2024,T2,Narrow Body,11:47:00 AM,12:24:00 PM,37,10,601,Normal
FL006730,01/01/2024,T1,Wide Body,8:51:00 PM,9:58:00 PM,67,0,490,Normal
FL006731,01/01/2024,T2,Wide Body,11:22:00 AM,1:25:00 PM,123,15,405,Normal
FL006732,01/01/2024,T2,Wide Body,4:56:00 PM,5:46:00 PM,50,5,572,Normal
FL006733,01/01/2024,T3,Narrow Body,5:55:00 AM,7:35:00 AM,100,10,684,Normal
FL006734,01/01/2024,T1,Wide Body,1:58:00 PM,3:04:00 PM,66,0,388,Normal
FL006735,01/01/2024,T1,Wide Body,2:00:00 PM,2:52:00 PM,52,20,890,High Risk
FL006736,01/01/2024,T1,Narrow Body,8:06:00 AM,9:21:00 AM,75,0,651,Normal
FL006737,01/01/2024,T1,Wide Body,3:38:00 PM,5:08:00 PM,90,0,556,Normal
FL006738,01/01/2024,T1,Wide Body,9:52:00 AM,10:46:00 AM,54,20,307,High Risk
FL006739,01/01/2024,T2,Wide Body,5:05:00 PM,7:23:00 PM,138,30,801,High Risk
FL006740,01/01/2024,T2,Narrow Body,3:43:00 PM,4:27:00 PM,44,5,385,Normal
FL006741,01/01/2024,T1,Narrow Body,11:38:00 PM,1:07:00 AM,89,0,321,Normal
FL006742,01/01/2024,T1,Wide Body,3:43:00 AM,4:23:00 AM,40,20,677,High Risk
FL006743,01/01/2024,T3,Narrow Body,3:16:00 AM,3:57:00 AM,41,0,830,Normal
FL006744,01/01/2024,T3,Narrow Body,4:34:00 PM,6:14:00 PM,100,5,447,Normal
FL006745,01/01/2024,T2,Narrow Body,1:18:00 AM,2:28:00 AM,70,20,371,High Risk
FL006746,01/01/2024,T3,Narrow Body,8:17:00 AM,10:03:00 AM,106,20,647,High Risk
FL006747,01/01/2024,T3,Wide Body,5:20:00 PM,6:55:00 PM,95,0,344,Normal
FL006748,01/01/2024,T3,Wide Body,6:00:00 PM,8:19:00 PM,139,20,681,High Risk
FL006749,01/01/2024,T2,Narrow Body,8:20:00 PM,9:00:00 PM,40,20,750,High Risk
FL006750,01/01/2024,T3,Narrow Body,11:24:00 AM,12:50:00 PM,86,20,716,High Risk
FL006751,01/01/2024,T3,Narrow Body,4:20:00 PM,5:17:00 PM,57,0,328,Normal
FL006752,01/01/2024,T3,Wide Body,4:21:00 PM,5:15:00 PM,54,0,794,Normal
FL006753,01/01/2024,T3,Narrow Body,12:03:00 AM,2:10:00 AM,127,10,319,Normal
FL006754,01/01/2024,T3,Narrow Body,3:16:00 PM,4:10:00 PM,54,30,557,High Risk
FL006755,01/01/2024,T2,Wide Body,7:11:00 AM,8:31:00 AM,80,0,598,Normal
FL006756,01/01/2024,T1,Narrow Body,3:54:00 PM,5:35:00 PM,101,5,426,Normal
FL006757,01/01/2024,T2,Wide Body,1:41:00 AM,3:54:00 AM,133,15,468,Normal
FL006758,01/01/2024,T2,Wide Body,3:31:00 AM,5:28:00 AM,117,10,880,Normal
FL006759,01/01/2024,T1,Wide Body,8:44:00 PM,10:29:00 PM,105,30,556,High Risk
FL006760,01/01/2024,T2,Wide Body,2:42:00 AM,3:50:00 AM,68,10,444,Normal
FL006761,01/01/2024,T2,Wide Body,7:15:00 PM,7:54:00 PM,39,20,473,High Risk
FL006762,01/01/2024,T1,Wide Body,3:20:00 PM,4:42:00 PM,82,30,331,High Risk
FL006763,01/01/2024,T2,Wide Body,3:26:00 AM,4:11:00 AM,45,15,427,Normal
FL006764,01/01/2024,T2,Wide Body,2:42:00 PM,3:22:00 PM,40,20,440,High Risk
FL006765,01/01/2024,T1,Narrow Body,7:04:00 AM,8:17:00 AM,73,0,240,Normal
FL006766,01/01/2024,T2,Narrow Body,9:21:00 PM,11:19:00 PM,118,0,350,Normal
FL006767,01/01/2024,T1,Narrow Body,12:33:00 AM,2:40:00 AM,127,15,746,Normal
FL006768,01/01/2024,T2,Wide Body,6:03:00 PM,7:22:00 PM,79,5,387,Normal
FL006769,01/01/2024,T2,Wide Body,8:11:00 AM,10:24:00 AM,133,30,549,High Risk
FL006770,01/01/2024,T3,Narrow Body,8:15:00 AM,8:52:00 AM,37,0,324,Normal
FL006771,01/01/2024,T3,Wide Body,12:55:00 PM,2:33:00 PM,98,0,590,Normal
FL006772,01/01/2024,T1,Wide Body,8:12:00 PM,10:27:00 PM,135,0,691,Normal
FL006773,01/01/2024,T3,Wide Body,12:40:00 PM,1:51:00 PM,71,0,478,Normal
FL006774,01/01/2024,T1,Wide Body,12:25:00 AM,1:13:00 AM,48,0,352,Normal
FL006775,01/01/2024,T2,Wide Body,4:43:00 AM,6:05:00 AM,82,15,597,Normal
FL006776,01/01/2024,T1,Wide Body,12:48:00 AM,2:47:00 AM,119,10,535,Normal
FL006777,01/01/2024,T3,Narrow Body,8:08:00 PM,8:47:00 PM,39,5,316,Normal
FL006778,01/01/2024,T2,Wide Body,7:23:00 PM,9:01:00 PM,98,5,642,Normal
FL006779,01/01/2024,T2,Narrow Body,5:45:00 PM,7:25:00 PM,100,10,370,Normal
FL006780,01/01/2024,T2,Narrow Body,12:53:00 PM,1:40:00 PM,47,0,314,Normal
FL006781,01/01/2024,T2,Narrow Body,6:54:00 AM,9:11:00 AM,137,5,467,Normal
FL006782,01/01/2024,T1,Narrow Body,10:54:00 PM,11:36:00 PM,42,0,736,Normal
FL006783,01/01/2024,T2,Narrow Body,9:56:00 AM,10:59:00 AM,63,10,475,Normal
FL006784,01/01/2024,T1,Wide Body,9:06:00 PM,10:09:00 PM,63,10,486,Normal
FL006785,01/01/2024,T3,Wide Body,3:37:00 AM,5:08:00 AM,91,15,493,Normal
FL006786,01/01/2024,T2,Narrow Body,9:15:00 AM,10:42:00 AM,87,30,700,High Risk
FL006787,01/01/2024,T2,Narrow Body,11:39:00 PM,12:38:00 AM,59,20,338,High Risk
FL006788,01/01/2024,T2,Narrow Body,5:21:00 AM,6:14:00 AM,53,30,489,High Risk
FL006789,01/01/2024,T2,Narrow Body,11:10:00 AM,1:05:00 PM,115,0,644,Normal
FL006790,01/01/2024,T1,Narrow Body,5:39:00 AM,6:30:00 AM,51,0,513,Normal
FL006791,01/01/2024,T1,Wide Body,7:39:00 AM,8:50:00 AM,71,20,701,High Risk
FL006792,01/01/2024,T1,Narrow Body,3:58:00 PM,5:30:00 PM,92,15,696,Normal
FL006793,01/01/2024,T2,Narrow Body,2:41:00 AM,4:40:00 AM,119,10,598,Normal
FL006794,01/01/2024,T3,Narrow Body,3:29:00 AM,5:10:00 AM,101,0,434,Normal
FL006795,01/01/2024,T2,Wide Body,11:29:00 AM,12:12:00 PM,43,20,748,High Risk
FL006796,01/01/2024,T3,Narrow Body,1:28:00 AM,3:33:00 AM,125,0,519,Normal
FL006797,01/01/2024,T1,Wide Body,7:25:00 AM,9:14:00 AM,109,10,516,Normal
FL006798,01/01/2024,T3,Narrow Body,9:24:00 AM,11:01:00 AM,97,20,415,High Risk
FL006799,01/01/2024,T1,Wide Body,6:36:00 AM,8:04:00 AM,88,0,702,Normal
FL006800,01/01/2024,T3,Wide Body,4:10:00 PM,5:35:00 PM,85,10,324,Normal
FL006801,01/01/2024,T1,Narrow Body,10:20:00 AM,11:33:00 AM,73,0,419,Normal
FL006802,01/01/2024,T2,Narrow Body,5:27:00 AM,7:44:00 AM,137,10,494,Normal
FL006803,01/01/2024,T2,Narrow Body,6:19:00 PM,8:03:00 PM,104,0,781,Normal
FL006804,01/01/2024,T1,Wide Body,8:20:00 AM,9:54:00 AM,94,0,344,Normal
FL006805,01/01/2024,T1,Narrow Body,10:14:00 AM,11:35:00 AM,81,0,366,Normal
FL006806,01/01/2024,T1,Narrow Body,3:45:00 AM,5:28:00 AM,103,20,721,High Risk
FL006807,01/01/2024,T3,Narrow Body,11:10:00 PM,12:33:00 AM,83,10,615,Normal
FL006808,01/01/2024,T1,Wide Body,4:08:00 AM,6:00:00 AM,112,0,665,Normal
FL006809,01/01/2024,T1,Wide Body,1:04:00 PM,1:49:00 PM,45,30,326,High Risk
FL006810,01/01/2024,T3,Narrow Body,3:09:00 AM,4:48:00 AM,99,0,719,Normal
FL006811,01/01/2024,T3,Narrow Body,7:48:00 PM,10:05:00 PM,137,15,400,Normal
FL006812,01/01/2024,T3,Narrow Body,12:54:00 PM,2:53:00 PM,119,10,639,Normal
FL006813,01/01/2024,T3,Narrow Body,4:35:00 PM,6:02:00 PM,87,10,643,Normal
FL006814,01/01/2024,T1,Wide Body,2:09:00 AM,2:49:00 AM,40,0,624,Normal
FL006815,01/01/2024,T1,Narrow Body,9:35:00 AM,10:21:00 AM,46,0,518,Normal
FL006816,01/01/2024,T3,Narrow Body,3:47:00 AM,5:33:00 AM,106,10,334,Normal
